osmid,y,x,highway,street_count,ref,geometry
2012785564,48.1883926,16.4020948,,1,,POINT (16.4020948 48.1883926)
2012785577,48.1885696,16.401832,,1,,POINT (16.401832 48.1885696)
2013134923,48.2336118,16.3830976,,4,,POINT (16.3830976 48.2336118)
2013134924,48.2346682,16.3860547,,4,,POINT (16.3860547 48.2346682)
2013134925,48.2358532,16.3826877,,3,,POINT (16.3826877 48.2358532)
2014207704,48.2441423,16.4119933,crossing,3,,POINT (16.4119933 48.2441423)
2014211229,48.237826,16.3729346,,4,,POINT (16.3729346 48.237826)
2014211260,48.2380216,16.3714907,,1,,POINT (16.3714907 48.2380216)
2014226363,48.2363164,16.3689397,,1,,POINT (16.3689397 48.2363164)
2014226368,48.236412,16.3689011,,3,,POINT (16.3689011 48.236412)
2015020724,48.1943726,16.370465,,1,,POINT (16.370465 48.1943726)
2015256316,48.2029961,16.3178338,,3,,POINT (16.3178338 48.2029961)
2015256318,48.2030204,16.3178374,,1,,POINT (16.3178374 48.2030204)
2015256320,48.2030406,16.3173113,,3,,POINT (16.3173113 48.2030406)
2015256322,48.2030617,16.3173172,,1,,POINT (16.3173172 48.2030617)
2015630049,48.1653949,16.3563441,,4,,POINT (16.3563441 48.1653949)
2015630056,48.1661162,16.3551176,,3,,POINT (16.3551176 48.1661162)
2015630060,48.1666567,16.3539229,crossing,4,,POINT (16.3539229 48.1666567)
2015630063,48.1672045,16.3526731,,3,,POINT (16.3526731 48.1672045)
2015630064,48.1672508,16.3527422,,3,,POINT (16.3527422 48.1672508)
2016564000,48.201685,16.3801606,crossing,4,,POINT (16.3801606 48.201685)
2016564004,48.201721,16.3802106,crossing,4,,POINT (16.3802106 48.201721)
2016564136,48.2036933,16.3814829,,1,,POINT (16.3814829 48.2036933)
2016564139,48.2037108,16.3814656,,3,,POINT (16.3814656 48.2037108)
2016564143,48.2038056,16.3823509,,3,,POINT (16.3823509 48.2038056)
2016564145,48.2037996,16.380698,,4,,POINT (16.380698 48.2037996)
2016564156,48.2039589,16.3820243,,3,,POINT (16.3820243 48.2039589)
2016564178,48.2042957,16.3818136,,3,,POINT (16.3818136 48.2042957)
2016564263,48.2065369,16.3795463,,4,,POINT (16.3795463 48.2065369)
2016564267,48.20667,16.379632,,7,,POINT (16.379632 48.20667)
2016564271,48.207035,16.3805347,,3,,POINT (16.3805347 48.207035)
2016564275,48.207058,16.3803747,crossing,4,,POINT (16.3803747 48.207058)
2016564278,48.2070663,16.3805648,,4,,POINT (16.3805648 48.2070663)
2016564286,48.2071632,16.3801326,crossing,4,,POINT (16.3801326 48.2071632)
2016564293,48.2071909,16.38007,,3,,POINT (16.38007 48.2071909)
2016564302,48.207526,16.3804213,,3,,POINT (16.3804213 48.207526)
2016564303,48.2076424,16.3798637,,1,,POINT (16.3798637 48.2076424)
2016564305,48.2077072,16.3785551,,3,,POINT (16.3785551 48.2077072)
2016564310,48.2077543,16.3785893,,4,,POINT (16.3785893 48.2077543)
2016564311,48.2077854,16.3786093,,3,,POINT (16.3786093 48.2077854)
2016564349,48.2186519,16.3902101,,1,,POINT (16.3902101 48.2186519)
2016564351,48.2187015,16.3902658,,1,,POINT (16.3902658 48.2187015)
2016564355,48.2187711,16.3901274,,3,,POINT (16.3901274 48.2187711)
2016564357,48.218797,16.3905095,,1,,POINT (16.3905095 48.218797)
2017150210,48.2150227,16.3841656,,4,,POINT (16.3841656 48.2150227)
2017150232,48.217841,16.3934161,,1,,POINT (16.3934161 48.217841)
2017150260,48.218997,16.3913345,,1,,POINT (16.3913345 48.218997)
2017150288,48.2196521,16.3889007,,4,,POINT (16.3889007 48.2196521)
2017285446,48.2007622,16.3237658,,3,,POINT (16.3237658 48.2007622)
2017285447,48.2008122,16.3231851,,3,,POINT (16.3231851 48.2008122)
2017285449,48.2011624,16.3251935,,3,,POINT (16.3251935 48.2011624)
2017285450,48.2012449,16.3238356,,3,,POINT (16.3238356 48.2012449)
2017285452,48.2015958,16.3214736,,3,,POINT (16.3214736 48.2015958)
2017285453,48.2018079,16.3195808,,3,,POINT (16.3195808 48.2018079)
2017285456,48.2025029,16.3234618,,3,,POINT (16.3234618 48.2025029)
2017285458,48.2025736,16.3224235,,3,,POINT (16.3224235 48.2025736)
2017285461,48.2026115,16.3218751,,3,,POINT (16.3218751 48.2026115)
2017285474,48.2031691,16.3225363,,3,,POINT (16.3225363 48.2031691)
2017285476,48.2031835,16.3223122,,3,,POINT (16.3223122 48.2031835)
2017285482,48.2032825,16.3232792,,3,,POINT (16.3232792 48.2032825)
2017285483,48.2033221,16.3229173,,3,,POINT (16.3229173 48.2033221)
2017285490,48.2042629,16.323489,,3,,POINT (16.323489 48.2042629)
2017285491,48.2043168,16.3231464,,3,,POINT (16.3231464 48.2043168)
2017285492,48.2044045,16.3225835,,3,,POINT (16.3225835 48.2044045)
2017285494,48.2044435,16.3223331,,1,,POINT (16.3223331 48.2044435)
2017285497,48.2044926,16.3255188,,3,,POINT (16.3255188 48.2044926)
2017285503,48.20503,16.3212806,,3,,POINT (16.3212806 48.20503)
2017285504,48.2051347,16.3207046,,3,,POINT (16.3207046 48.2051347)
2017285505,48.2053491,16.3250771,,3,,POINT (16.3250771 48.2053491)
2017285506,48.2058566,16.321608,,3,,POINT (16.321608 48.2058566)
2017285508,48.2059454,16.3210437,,3,,POINT (16.3210437 48.2059454)
2017649451,48.2173523,16.3927794,,3,,POINT (16.3927794 48.2173523)
2017649463,48.2174359,16.3933791,,4,,POINT (16.3933791 48.2174359)
2017649481,48.2178561,16.3938082,,5,,POINT (16.3938082 48.2178561)
2017649484,48.2178761,16.3936404,,4,,POINT (16.3936404 48.2178761)
2017649486,48.2178901,16.3935375,crossing,4,,POINT (16.3935375 48.2178901)
2017649495,48.2179853,16.3934327,,1,,POINT (16.3934327 48.2179853)
2017649497,48.2179875,16.3935491,crossing,4,,POINT (16.3935491 48.2179875)
2017649500,48.2179921,16.3938049,,3,,POINT (16.3938049 48.2179921)
2017649510,48.2198716,16.391377,,1,,POINT (16.391377 48.2198716)
2017649515,48.2201205,16.3912912,,4,,POINT (16.3912912 48.2201205)
2017649518,48.2203544,16.3904061,,4,,POINT (16.3904061 48.2203544)
2017869111,48.2105129,16.403093,,1,,POINT (16.403093 48.2105129)
2017869118,48.2101415,16.4040296,,3,,POINT (16.4040296 48.2101415)
2017869121,48.2103167,16.4040414,,3,,POINT (16.4040414 48.2103167)
2017869125,48.2103514,16.4030693,,3,,POINT (16.4030693 48.2103514)
2017869126,48.2103735,16.4027663,,3,,POINT (16.4027663 48.2103735)
2017869132,48.2104871,16.4042482,,4,,POINT (16.4042482 48.2104871)
2017869134,48.2105176,16.4038363,,3,,POINT (16.4038363 48.2105176)
2017869148,48.2111374,16.4030175,,4,,POINT (16.4030175 48.2111374)
2017869150,48.2114301,16.4025076,,4,,POINT (16.4025076 48.2114301)
2017869151,48.2128218,16.3998635,,3,,POINT (16.3998635 48.2128218)
2018371607,48.2025146,16.3261738,,3,,POINT (16.3261738 48.2025146)
2018371608,48.2025285,16.3268814,,4,,POINT (16.3268814 48.2025285)
2018371613,48.2050336,16.317228,,1,,POINT (16.317228 48.2050336)
2020572410,48.2361924,16.3563947,,3,,POINT (16.3563947 48.2361924)
2020572420,48.2363586,16.3604904,,3,,POINT (16.3604904 48.2363586)
2020572428,48.2364626,16.362597,,3,,POINT (16.362597 48.2364626)
2020572433,48.2364853,16.3626097,,3,,POINT (16.3626097 48.2364853)
2020572438,48.2365285,16.3603524,,3,,POINT (16.3603524 48.2365285)
2020572443,48.2365732,16.3606911,,3,,POINT (16.3606911 48.2365732)
2020572453,48.2373702,16.3651347,crossing,4,,POINT (16.3651347 48.2373702)
2020572490,48.2412082,16.3555252,,3,,POINT (16.3555252 48.2412082)
2020572495,48.245227,16.3497513,crossing,4,,POINT (16.3497513 48.245227)
2020572496,48.2453311,16.3496036,crossing,4,,POINT (16.3496036 48.2453311)
2021152301,48.24276,16.3501287,,3,,POINT (16.3501287 48.24276)
2023739606,48.2244788,16.3494241,,4,,POINT (16.3494241 48.2244788)
2023739612,48.2249789,16.3496357,,3,,POINT (16.3496357 48.2249789)
2023739627,48.2270599,16.3499585,,4,,POINT (16.3499585 48.2270599)
2024663270,48.249236,16.3529808,,3,,POINT (16.3529808 48.249236)
2024663272,48.2492414,16.3533043,,3,,POINT (16.3533043 48.2492414)
2024663274,48.2493719,16.3530297,,3,,POINT (16.3530297 48.2493719)
2025433252,48.2160252,16.3510874,,3,,POINT (16.3510874 48.2160252)
2027181350,48.1868243,16.3377293,,3,,POINT (16.3377293 48.1868243)
2027181352,48.1873651,16.3381467,,3,,POINT (16.3381467 48.1873651)
2027181357,48.1867659,16.3378579,,3,,POINT (16.3378579 48.1867659)
2027201708,48.1876828,16.4021098,,1,,POINT (16.4021098 48.1876828)
2027201710,48.1880601,16.4026131,,3,,POINT (16.4026131 48.1880601)
2027201712,48.1881105,16.4029703,,2,,POINT (16.4029703 48.1881105)
2028054496,48.2079769,16.3792791,,4,,POINT (16.3792791 48.2079769)
2028054505,48.208483,16.3797417,,3,,POINT (16.3797417 48.208483)
2028054507,48.2085428,16.3798767,,3,,POINT (16.3798767 48.2085428)
2030925547,48.1662603,16.299199,,3,,POINT (16.299199 48.1662603)
2030925555,48.166281,16.2981218,crossing,4,,POINT (16.2981218 48.166281)
2030925639,48.1665402,16.2988363,,3,,POINT (16.2988363 48.1665402)
2030925701,48.1666366,16.2987113,,4,,POINT (16.2987113 48.1666366)
2030925774,48.1668195,16.2993168,,1,,POINT (16.2993168 48.1668195)
2030925893,48.1670832,16.2992661,,3,,POINT (16.2992661 48.1670832)
2031797344,48.2157398,16.3514132,,3,,POINT (16.3514132 48.2157398)
2031797345,48.2159615,16.3519853,,5,,POINT (16.3519853 48.2159615)
2031797348,48.2159988,16.3514539,,4,,POINT (16.3514539 48.2159988)
2031797417,48.2169083,16.3481408,,4,,POINT (16.3481408 48.2169083)
2031797424,48.2169519,16.349166,,3,,POINT (16.349166 48.2169519)
2031797436,48.2172035,16.3499422,,3,,POINT (16.3499422 48.2172035)
2031849167,48.1858709,16.3447599,crossing,4,,POINT (16.3447599 48.1858709)
2031860736,48.2094232,16.3387201,,3,,POINT (16.3387201 48.2094232)
2031964352,48.206507,16.3174098,,3,,POINT (16.3174098 48.206507)
2031964354,48.2071997,16.321879,,3,,POINT (16.321879 48.2071997)
2031964356,48.2075493,16.3219277,,1,,POINT (16.3219277 48.2075493)
2031964357,48.207775,16.3178516,,3,,POINT (16.3178516 48.207775)
2031964358,48.2079108,16.322051,,1,,POINT (16.322051 48.2079108)
2031964362,48.2082486,16.3222324,,3,,POINT (16.3222324 48.2082486)
2034507458,48.1934874,16.4042423,,3,,POINT (16.4042423 48.1934874)
2034507461,48.1945194,16.4029555,,3,,POINT (16.4029555 48.1945194)
2034507463,48.194533,16.4065251,crossing,4,,POINT (16.4065251 48.194533)
2034507475,48.1947593,16.4010821,crossing,3,,POINT (16.4010821 48.1947593)
2034507505,48.1950074,16.4024789,,3,,POINT (16.4024789 48.1950074)
2034507512,48.1950595,16.4031478,,4,,POINT (16.4031478 48.1950595)
2034507519,48.1951243,16.4001855,,3,,POINT (16.4001855 48.1951243)
2034507539,48.1954342,16.3999077,,1,,POINT (16.3999077 48.1954342)
2034507541,48.1954316,16.4038832,,3,,POINT (16.4038832 48.1954316)
2034507580,48.1956715,16.4030971,,1,,POINT (16.4030971 48.1956715)
2034507602,48.1959451,16.401907,,3,,POINT (16.401907 48.1959451)
2034507606,48.1959531,16.401493,,1,,POINT (16.401493 48.1959531)
2034507621,48.1959856,16.4045246,,3,,POINT (16.4045246 48.1959856)
2034507631,48.1960201,16.4021333,,1,,POINT (16.4021333 48.1960201)
2034507637,48.1960447,16.4020279,,3,,POINT (16.4020279 48.1960447)
2034507641,48.1960519,16.4045978,,3,,POINT (16.4045978 48.1960519)
2034507647,48.1960609,16.4020475,,3,,POINT (16.4020475 48.1960609)
2034507651,48.196078,16.4012236,,3,,POINT (16.4012236 48.196078)
2034507671,48.1961267,16.4018708,,3,,POINT (16.4018708 48.1961267)
2034507677,48.1961956,16.4022019,,3,,POINT (16.4022019 48.1961956)
2034507678,48.1962356,16.4016624,,3,,POINT (16.4016624 48.1962356)
2034507679,48.1962778,16.4020209,,3,,POINT (16.4020209 48.1962778)
2034593345,48.2248712,16.3946729,,4,,POINT (16.3946729 48.2248712)
2034593346,48.226702,16.3936458,,3,,POINT (16.3936458 48.226702)
2037089505,48.2456097,16.4189375,,3,,POINT (16.4189375 48.2456097)
2037089507,48.245841,16.4200924,,3,,POINT (16.4200924 48.245841)
2037089508,48.2458808,16.4211277,,3,,POINT (16.4211277 48.2458808)
2037089509,48.2458889,16.4190783,,3,,POINT (16.4190783 48.2458889)
2037089512,48.2460812,16.4231815,,3,,POINT (16.4231815 48.2460812)
2042920771,48.2464378,16.3292728,,3,,POINT (16.3292728 48.2464378)
2042920780,48.2469115,16.3297617,,1,,POINT (16.3297617 48.2469115)
2042967309,48.2475528,16.3250617,,1,,POINT (16.3250617 48.2475528)
2044102371,48.1927981,16.4093506,,3,,POINT (16.4093506 48.1927981)
2044526600,48.2359854,16.3680696,,4,,POINT (16.3680696 48.2359854)
2048152064,48.2195886,16.3620947,crossing,4,,POINT (16.3620947 48.2195886)
2048297589,48.2003648,16.3700815,,4,,POINT (16.3700815 48.2003648)
2048297592,48.2003665,16.3703875,,3,,POINT (16.3703875 48.2003665)
2048297617,48.2003965,16.3700848,,4,,POINT (16.3700848 48.2003965)
2048413072,48.184647,16.430596,,3,,POINT (16.430596 48.184647)
2048413077,48.1906922,16.4150517,,3,,POINT (16.4150517 48.1906922)
2048616585,48.2161922,16.3870398,crossing,4,,POINT (16.3870398 48.2161922)
2048630830,48.2136228,16.3614221,,3,,POINT (16.3614221 48.2136228)
2049655952,48.2001163,16.4150723,,3,,POINT (16.4150723 48.2001163)
2049655953,48.2001676,16.4149039,,3,,POINT (16.4149039 48.2001676)
2049999535,48.2249836,16.3544485,crossing,4,,POINT (16.3544485 48.2249836)
2049999537,48.2249157,16.3544817,crossing,4,,POINT (16.3544817 48.2249157)
2049999539,48.224464,16.3539709,crossing,4,,POINT (16.3539709 48.224464)
2049999541,48.2155064,16.3456233,crossing,4,,POINT (16.3456233 48.2155064)
2049999542,48.2152361,16.3456744,crossing,4,,POINT (16.3456744 48.2152361)
2049999543,48.2147758,16.3564719,,4,,POINT (16.3564719 48.2147758)
2049999546,48.222413,16.3532557,crossing,4,,POINT (16.3532557 48.222413)
2050553326,48.1961466,16.4276939,,3,,POINT (16.4276939 48.1961466)
2050553330,48.1961551,16.4274897,,3,,POINT (16.4274897 48.1961551)
2050553369,48.2045088,16.4030766,,4,,POINT (16.4030766 48.2045088)
2050553371,48.2062365,16.4132251,,4,,POINT (16.4132251 48.2062365)
2050553383,48.2100891,16.4056372,,3,,POINT (16.4056372 48.2100891)
2050553384,48.2101816,16.4057053,,4,,POINT (16.4057053 48.2101816)
2050553386,48.2103143,16.4056907,,3,,POINT (16.4056907 48.2103143)
2050553392,48.2114852,16.3999327,,3,,POINT (16.3999327 48.2114852)
2050553396,48.213359,16.3970129,crossing,3,,POINT (16.3970129 48.213359)
2050553404,48.215004,16.3965097,,4,,POINT (16.3965097 48.215004)
2050553408,48.2153909,16.3957716,,4,,POINT (16.3957716 48.2153909)
2050588871,48.201493,16.3745806,crossing,5,,POINT (16.3745806 48.201493)
2050588873,48.2014697,16.3746974,,4,,POINT (16.3746974 48.2014697)
2050588881,48.2043371,16.3777702,,4,,POINT (16.3777702 48.2043371)
2051339796,48.2262115,16.3848845,crossing,4,,POINT (16.3848845 48.2262115)
2051339809,48.2266657,16.3861226,,3,,POINT (16.3861226 48.2266657)
2051339826,48.2268032,16.3859888,crossing,4,,POINT (16.3859888 48.2268032)
2051339834,48.2269409,16.3858778,,3,,POINT (16.3858778 48.2269409)
2051339836,48.2270849,16.3869103,,3,,POINT (16.3869103 48.2270849)
2051339841,48.2271995,16.3867354,crossing,4,,POINT (16.3867354 48.2271995)
2051339849,48.2272118,16.3871526,,3,,POINT (16.3871526 48.2272118)
2051339851,48.2273339,16.3869928,,4,,POINT (16.3869928 48.2273339)
2051339853,48.2273928,16.3869537,,3,,POINT (16.3869537 48.2273928)
2051339858,48.2275844,16.3876613,,3,,POINT (16.3876613 48.2275844)
2051339865,48.2276493,16.3875826,,4,,POINT (16.3875826 48.2276493)
2051339867,48.2276931,16.3875075,,3,,POINT (16.3875075 48.2276931)
2052181594,48.24581,16.3983957,,1,,POINT (16.3983957 48.24581)
2052181671,48.2461067,16.3978866,,1,,POINT (16.3978866 48.2461067)
2052181676,48.2461376,16.3986593,,3,,POINT (16.3986593 48.2461376)
2052181727,48.2463543,16.3980921,,3,,POINT (16.3980921 48.2463543)
2052198848,48.1740153,16.4180064,,1,,POINT (16.4180064 48.1740153)
2052198849,48.1740526,16.4183148,,1,,POINT (16.4183148 48.1740526)
2052198856,48.1744787,16.4182831,,3,,POINT (16.4182831 48.1744787)
2052777650,48.2392902,16.430633,,3,,POINT (16.430633 48.2392902)
2052777672,48.2392592,16.4305782,crossing,4,,POINT (16.4305782 48.2392592)
2052777676,48.2391824,16.4302994,crossing,4,,POINT (16.4302994 48.2391824)
2052805932,48.2370824,16.4264143,,3,,POINT (16.4264143 48.2370824)
2053218296,48.161824,16.3660831,,1,,POINT (16.3660831 48.161824)
2053218298,48.1617631,16.3667161,,1,,POINT (16.3667161 48.1617631)
2053218300,48.1631694,16.366421,,1,,POINT (16.366421 48.1631694)
2053218302,48.1629679,16.366369,,3,,POINT (16.366369 48.1629679)
2053218310,48.1625422,16.3662591,,4,,POINT (16.3662591 48.1625422)
2053218313,48.1624702,16.3668857,,4,,POINT (16.3668857 48.1624702)
2053297137,48.1630385,16.3628826,,2,,POINT (16.3628826 48.1630385)
2054084179,48.1776901,16.3824672,,3,,POINT (16.3824672 48.1776901)
2054084181,48.1772168,16.382783,,3,,POINT (16.382783 48.1772168)
2054084192,48.1770417,16.3827634,,3,,POINT (16.3827634 48.1770417)
2054084194,48.1772386,16.3824195,,3,,POINT (16.3824195 48.1772386)
2054084270,48.1770242,16.383032,,3,,POINT (16.383032 48.1770242)
2054084288,48.1774301,16.3824387,,3,,POINT (16.3824387 48.1774301)
2054467238,48.1624251,16.3705563,,3,,POINT (16.3705563 48.1624251)
2054467239,48.1627154,16.3706967,,1,,POINT (16.3706967 48.1627154)
2054951720,48.2314884,16.329422,,3,,POINT (16.329422 48.2314884)
2055046872,48.1614711,16.3645671,,3,,POINT (16.3645671 48.1614711)
2055071403,48.1611402,16.3622234,,3,,POINT (16.3622234 48.1611402)
2055071405,48.162114,16.3628066,,3,,POINT (16.3628066 48.162114)
2055349072,48.2447931,16.3789139,,4,,POINT (16.3789139 48.2447931)
2055349074,48.2447933,16.3751825,,3,,POINT (16.3751825 48.2447933)
2055349080,48.2448072,16.3746162,,1,,POINT (16.3746162 48.2448072)
2055349082,48.2448298,16.3791301,,3,,POINT (16.3791301 48.2448298)
2055349084,48.2448384,16.3744857,,4,,POINT (16.3744857 48.2448384)
2055349085,48.2448392,16.3749833,,1,,POINT (16.3749833 48.2448392)
2055349104,48.2449862,16.3745168,,3,,POINT (16.3745168 48.2449862)
2055349106,48.2449906,16.3748937,,1,,POINT (16.3748937 48.2449906)
2055349116,48.2451528,16.3752541,,3,,POINT (16.3752541 48.2451528)
2055349126,48.2452429,16.3745709,,3,,POINT (16.3745709 48.2452429)
2055787406,48.1836712,16.3802474,crossing,4,,POINT (16.3802474 48.1836712)
2055958524,48.2456491,16.3720643,,1,,POINT (16.3720643 48.2456491)
2055958597,48.2462966,16.3722568,,3,,POINT (16.3722568 48.2462966)
2055958606,48.2463904,16.3715223,,3,,POINT (16.3715223 48.2463904)
2055958609,48.2464217,16.3702411,,3,,POINT (16.3702411 48.2464217)
2055958649,48.2465855,16.3723426,,3,,POINT (16.3723426 48.2465855)
2056629507,48.1599689,16.3625169,,3,,POINT (16.3625169 48.1599689)
2056629508,48.1609443,16.3628732,,3,,POINT (16.3628732 48.1609443)
2056629509,48.1600451,16.3618036,,1,,POINT (16.3618036 48.1600451)
2056634394,48.1611781,16.3646514,,3,,POINT (16.3646514 48.1611781)
2056635874,48.159749,16.3625515,,3,,POINT (16.3625515 48.159749)
2059280642,48.2297817,16.3639651,,2,,POINT (16.3639651 48.2297817)
2059295223,48.2034779,16.3769184,,2,,POINT (16.3769184 48.2034779)
2060841206,48.1823858,16.3812188,,4,,POINT (16.3812188 48.1823858)
2060842439,48.1836517,16.3796837,,3,,POINT (16.3796837 48.1836517)
2060852595,48.1856921,16.3743703,,3,,POINT (16.3743703 48.1856921)
2060852603,48.1864425,16.373934,,3,,POINT (16.373934 48.1864425)
2061356058,48.1842765,16.3757392,crossing,4,,POINT (16.3757392 48.1842765)
2061356062,48.1846005,16.3755304,,1,,POINT (16.3755304 48.1846005)
2061356065,48.1847548,16.3752598,,1,,POINT (16.3752598 48.1847548)
2061395824,48.1965258,16.3384502,,4,,POINT (16.3384502 48.1965258)
2061395830,48.1965568,16.3385521,crossing,4,,POINT (16.3385521 48.1965568)
2061395832,48.1965795,16.3386218,crossing,4,,POINT (16.3386218 48.1965795)
2061395845,48.1966389,16.3383338,crossing,4,,POINT (16.3383338 48.1966389)
2061395847,48.1966576,16.3384467,crossing,4,,POINT (16.3384467 48.1966576)
2061395849,48.1966707,16.3385248,,3,,POINT (16.3385248 48.1966707)
2061395851,48.1969232,16.3380168,,3,,POINT (16.3380168 48.1969232)
2061395853,48.1969385,16.3381044,crossing,4,,POINT (16.3381044 48.1969385)
2061395855,48.1969566,16.3382082,,4,,POINT (16.3382082 48.1969566)
2061395856,48.1969775,16.3383278,crossing,4,,POINT (16.3383278 48.1969775)
2061395857,48.19699,16.3383994,,3,,POINT (16.3383994 48.19699)
2061395859,48.1970392,16.3385413,,3,,POINT (16.3385413 48.1970392)
2061395861,48.1970799,16.3379649,,3,,POINT (16.3379649 48.1970799)
2061395863,48.197096,16.3383638,crossing,4,,POINT (16.3383638 48.197096)
2061395865,48.1970919,16.3384234,crossing,4,,POINT (16.3384234 48.1970919)
2061395866,48.1970975,16.338283,,4,,POINT (16.338283 48.1970975)
2061395868,48.1971648,16.3383353,,3,,POINT (16.3383353 48.1971648)
2061408186,48.1976916,16.3370273,,3,,POINT (16.3370273 48.1976916)
2061408775,48.1970444,16.3360281,crossing,4,,POINT (16.3360281 48.1970444)
2061408776,48.1970618,16.335879,,4,,POINT (16.335879 48.1970618)
2061408777,48.1971563,16.337029,,3,,POINT (16.337029 48.1971563)
2061414510,48.1836948,16.3806228,,4,,POINT (16.3806228 48.1836948)
2063822334,48.2216895,16.3676314,,3,,POINT (16.3676314 48.2216895)
2063822342,48.22188,16.3675327,,1,,POINT (16.3675327 48.22188)
2063822344,48.2218864,16.367693,,1,,POINT (16.367693 48.2218864)
2063822346,48.2225528,16.3676329,,1,,POINT (16.3676329 48.2225528)
2063822348,48.2226868,16.367461,,1,,POINT (16.367461 48.2226868)
2063822350,48.2226954,16.36762,,1,,POINT (16.36762 48.2226954)
2063822358,48.2228788,16.3675087,,3,,POINT (16.3675087 48.2228788)
2063822362,48.227095,16.364672,,3,,POINT (16.364672 48.227095)
2063822366,48.227158,16.3647913,,4,,POINT (16.3647913 48.227158)
2063889845,48.2406342,16.3375363,,3,,POINT (16.3375363 48.2406342)
2063915811,48.2361039,16.3346127,,3,,POINT (16.3346127 48.2361039)
2063915814,48.2370891,16.3346262,crossing,4,,POINT (16.3346262 48.2370891)
2063915821,48.2367368,16.3366969,,3,,POINT (16.3366969 48.2367368)
2063915822,48.2361108,16.3362247,,3,,POINT (16.3362247 48.2361108)
2063915823,48.2365684,16.3376194,,1,,POINT (16.3376194 48.2365684)
2063915824,48.2363563,16.3371887,,3,,POINT (16.3371887 48.2363563)
2063915826,48.2361149,16.3371929,,3,,POINT (16.3371929 48.2361149)
2063915829,48.2368293,16.3366131,,3,,POINT (16.3366131 48.2368293)
2063915832,48.2361174,16.337775,,4,,POINT (16.337775 48.2361174)
2066442851,48.2040506,16.324837,,3,,POINT (16.324837 48.2040506)
2066442852,48.2040797,16.3244558,,1,,POINT (16.3244558 48.2040797)
2066442853,48.2041907,16.3248565,,3,,POINT (16.3248565 48.2041907)
2066442854,48.2042192,16.32448,,1,,POINT (16.32448 48.2042192)
2066444652,48.2490645,16.3153317,,3,,POINT (16.3153317 48.2490645)
2066444653,48.2491198,16.3149605,,3,,POINT (16.3149605 48.2491198)
2066624576,48.2091056,16.42439,crossing,4,,POINT (16.42439 48.2091056)
2069870439,48.2374301,16.3262236,,1,,POINT (16.3262236 48.2374301)
2069870931,48.2382215,16.3268811,,3,,POINT (16.3268811 48.2382215)
2070559011,48.2298382,16.3503214,,3,,POINT (16.3503214 48.2298382)
2070559053,48.2317486,16.3538595,,3,,POINT (16.3538595 48.2317486)
2070672670,48.17092,16.3373781,crossing,4,,POINT (16.3373781 48.17092)
2070672671,48.1710143,16.3375917,crossing,4,,POINT (16.3375917 48.1710143)
2070672672,48.1710486,16.3372804,crossing,4,,POINT (16.3372804 48.1710486)
2070672673,48.1711372,16.3375006,crossing,4,,POINT (16.3375006 48.1711372)
2070672679,48.1711676,16.3348073,crossing,4,,POINT (16.3348073 48.1711676)
2070672682,48.1712979,16.3335152,crossing,4,,POINT (16.3335152 48.1712979)
2070672685,48.1712711,16.3346904,crossing,4,,POINT (16.3346904 48.1712711)
2070672687,48.1713791,16.3336587,crossing,4,,POINT (16.3336587 48.1713791)
2070672690,48.1713572,16.3333896,crossing,4,,POINT (16.3333896 48.1713572)
2070672692,48.1715118,16.3335578,crossing,4,,POINT (16.3335578 48.1715118)
2070672694,48.1715319,16.330993,crossing,4,,POINT (16.330993 48.1715319)
2070672697,48.1716125,16.3311515,crossing,4,,POINT (16.3311515 48.1716125)
2070672700,48.1716461,16.3309299,crossing,4,,POINT (16.3309299 48.1716461)
2070672703,48.1716729,16.330048,crossing,4,,POINT (16.330048 48.1716729)
2070672705,48.1717283,16.3310981,crossing,4,,POINT (16.3310981 48.1717283)
2070672708,48.1717512,16.3302187,crossing,4,,POINT (16.3302187 48.1717512)
2070672710,48.1717911,16.3299758,crossing,4,,POINT (16.3299758 48.1717911)
2070674583,48.1601944,16.3367196,crossing,4,,POINT (16.3367196 48.1601944)
2070684030,48.1572151,16.3327773,crossing,4,,POINT (16.3327773 48.1572151)
2070684035,48.1588693,16.3349414,crossing,4,,POINT (16.3349414 48.1588693)
2070684037,48.159091,16.3352329,,4,,POINT (16.3352329 48.159091)
2070684038,48.1593583,16.3355518,,4,,POINT (16.3355518 48.1593583)
2070684046,48.1602672,16.3365439,,3,,POINT (16.3365439 48.1602672)
2070684048,48.1604714,16.33638,,1,,POINT (16.33638 48.1604714)
2070684050,48.1605714,16.3366001,,1,,POINT (16.3366001 48.1605714)
2070684052,48.1606719,16.336799,,1,,POINT (16.336799 48.1606719)
2070684054,48.1607411,16.3370006,,3,,POINT (16.3370006 48.1607411)
2070684056,48.1608579,16.33718,,3,,POINT (16.33718 48.1608579)
2070684058,48.1609785,16.3373491,,3,,POINT (16.3373491 48.1609785)
2070684060,48.1610479,16.335825,,3,,POINT (16.335825 48.1610479)
2070684062,48.1610978,16.3374911,,3,,POINT (16.3374911 48.1610978)
2070684064,48.1611446,16.3360482,,3,,POINT (16.3360482 48.1611446)
2070684066,48.1612351,16.3376327,,3,,POINT (16.3376327 48.1612351)
2070684068,48.161235,16.3362569,,3,,POINT (16.3362569 48.161235)
2070684070,48.1613157,16.3364433,,3,,POINT (16.3364433 48.1613157)
2070684072,48.1613572,16.3377595,,3,,POINT (16.3377595 48.1613572)
